device,date,reading
BMRMUSWACC4,2004/04/30 11:40,29.55
BMRMUSWACC4,2004/04/30 11:50,29.89
BMRMUSWACC4,2004/04/30 12:00,30.24
BMRMUSWACC4,2004/04/30 12:10,30.95
BMRMUSWACC4,2004/04/30 12:20,30.95
BMRMUSWACC4,2004/04/30 12:30,30.24
BMRMUSWACC4,2004/04/30 12:40,30.24
BMRMUSWACC4,2004/04/30 12:50,30.59
BMRMUSWACC4,2004/04/30 13:00,30.95
BMRMUSWACC4,2004/04/30 13:10,31.31
BMRMUSWACC4,2004/04/30 13:20,31.66
BMRMUSWACC4,2004/04/30 13:30,31.66
BMRMUSWACC4,2004/04/30 13:40,31.66
BMRMUSWACC4,2004/04/30 13:50,31.66
BMRMUSWACC4,2004/04/30 14:00,31.66
BMRMUSWACC4,2004/04/30 14:10,31.66
BMRMUSWACC4,2004/04/30 14:20,31.66
BMRMUSWACC4,2004/04/30 14:30,31.31
BMRMUSWACC4,2004/04/30 14:40,31.31
BMRMUSWACC4,2004/04/30 14:50,31.31
BMRMUSWACC4,2004/04/30 15:00,30.95
BMRMUSWACC4,2004/04/30 15:10,30.95
BMRMUSWACC4,2004/04/30 15:20,30.95
BMRMUSWACC4,2004/04/30 15:30,30.95
BMRMUSWACC4,2004/04/30 15:40,30.59
BMRMUSWACC4,2004/04/30 15:50,30.59
BMRMUSWACC4,2004/04/30 16:00,30.59
BMRMUSWACC4,2004/04/30 16:10,30.24
BMRMUSWACC4,2004/04/30 16:20,30.24
BMRMUSWACC4,2004/04/30 16:30,30.24
BMRMUSWACC4,2004/04/30 16:40,29.89
BMRMUSWACC4,2004/04/30 16:50,29.89
BMRMUSWACC4,2004/04/30 17:00,29.55
BMRMUSWACC4,2004/04/30 17:10,29.21
BMRMUSWACC4,2004/04/30 17:20,29.55
BMRMUSWACC4,2004/04/30 17:30,29.55
BMRMUSWACC4,2004/04/30 17:40,29.21
BMRMUSWACC4,2004/04/30 17:50,28.86
BMRMUSWACC4,2004/04/30 18:00,27.84
BMRMUSWACC4,2004/04/30 18:10,26.52
BMRMUSWACC4,2004/04/30 18:20,25.21
BMRMUSWACC4,2004/04/30 18:30,24.57
BMRMUSWACC4,2004/04/30 18:40,23.92
BMRMUSWACC4,2004/04/30 18:50,23.28
BMRMUSWACC4,2004/04/30 19:00,22.65
BMRMUSWACC4,2004/04/30 19:10,22.03
BMRMUSWACC4,2004/04/30 19:20,21.72
BMRMUSWACC4,2004/04/30 19:30,21.1
BMRMUSWACC4,2004/04/30 19:40,20.49
BMRMUSWACC4,2004/04/30 19:50,19.88
BMRMUSWACC4,2004/04/30 20:00,19.28
BMRMUSWACC4,2004/04/30 20:10,18.97
BMRMUSWACC4,2004/04/30 20:20,18.37
BMRMUSWACC4,2004/04/30 20:30,18.08
BMRMUSWACC4,2004/04/30 20:40,17.78
BMRMUSWACC4,2004/04/30 20:50,17.48
BMRMUSWACC4,2004/04/30 21:00,17.18
BMRMUSWACC4,2004/04/30 21:10,16.58
BMRMUSWACC4,2004/04/30 21:20,16.29
BMRMUSWACC4,2004/04/30 21:30,15.7
BMRMUSWACC4,2004/04/30 21:40,15.41
BMRMUSWACC4,2004/04/30 21:50,15.41
BMRMUSWACC4,2004/04/30 22:00,15.11
BMRMUSWACC4,2004/04/30 22:10,15.11
BMRMUSWACC4,2004/04/30 22:20,14.82
BMRMUSWACC4,2004/04/30 22:30,14.53
BMRMUSWACC4,2004/04/30 22:40,14.24
BMRMUSWACC4,2004/04/30 22:50,14.24
BMRMUSWACC4,2004/04/30 23:00,14.24
BMRMUSWACC4,2004/04/30 23:10,14.24
BMRMUSWACC4,2004/04/30 23:20,13.95
BMRMUSWACC4,2004/04/30 23:30,13.66
BMRMUSWACC4,2004/04/30 23:40,13.37
BMRMUSWACC4,2004/04/30 23:50,13.08
BMRMUSWACC4,2004/05/01 00:00,13.08
BMRMUSWACC4,2004/05/01 00:10,13.08
BMRMUSWACC4,2004/05/01 00:20,12.79
BMRMUSWACC4,2004/05/01 00:30,12.79
BMRMUSWACC4,2004/05/01 00:40,12.79
BMRMUSWACC4,2004/05/01 00:50,12.79
BMRMUSWACC4,2004/05/01 01:00,12.5
BMRMUSWACC4,2004/05/01 01:10,12.5
BMRMUSWACC4,2004/05/01 01:20,12.5
BMRMUSWACC4,2004/05/01 01:30,12.21
BMRMUSWACC4,2004/05/01 01:40,12.21
BMRMUSWACC4,2004/05/01 01:50,12.21
BMRMUSWACC4,2004/05/01 02:00,12.21
BMRMUSWACC4,2004/05/01 02:10,12.21
BMRMUSWACC4,2004/05/01 02:20,12.21
BMRMUSWACC4,2004/05/01 02:30,12.21
BMRMUSWACC4,2004/05/01 02:40,11.92
BMRMUSWACC4,2004/05/01 02:50,11.92
BMRMUSWACC4,2004/05/01 03:00,11.63
BMRMUSWACC4,2004/05/01 03:10,11.63
BMRMUSWACC4,2004/05/01 03:20,11.34
BMRMUSWACC4,2004/05/01 03:30,11.34
BMRMUSWACC4,2004/05/01 03:40,11.34
BMRMUSWACC4,2004/05/01 03:50,11.06
BMRMUSWACC4,2004/05/01 04:00,11.06
BMRMUSWACC4,2004/05/01 04:10,10.77
BMRMUSWACC4,2004/05/01 04:20,10.77
BMRMUSWACC4,2004/05/01 04:30,10.77
BMRMUSWACC4,2004/05/01 04:40,10.77
BMRMUSWACC4,2004/05/01 04:50,10.48
BMRMUSWACC4,2004/05/01 05:00,10.19
BMRMUSWACC4,2004/05/01 05:10,10.19
BMRMUSWACC4,2004/05/01 05:20,9.9
BMRMUSWACC4,2004/05/01 05:30,9.9
BMRMUSWACC4,2004/05/01 05:40,9.9
BMRMUSWACC4,2004/05/01 05:50,9.9
BMRMUSWACC4,2004/05/01 06:00,10.19
BMRMUSWACC4,2004/05/01 06:10,10.19
BMRMUSWACC4,2004/05/01 06:20,10.19
BMRMUSWACC4,2004/05/01 06:30,10.48
BMRMUSWACC4,2004/05/01 06:40,10.77
BMRMUSWACC4,2004/05/01 06:50,11.06
BMRMUSWACC4,2004/05/01 07:00,11.34
BMRMUSWACC4,2004/05/01 07:10,12.21
BMRMUSWACC4,2004/05/01 07:20,13.37
BMRMUSWACC4,2004/05/01 07:30,14.53
BMRMUSWACC4,2004/05/01 07:40,15.41
BMRMUSWACC4,2004/05/01 07:50,16.58
BMRMUSWACC4,2004/05/01 08:00,17.78
BMRMUSWACC4,2004/05/01 08:10,18.67
BMRMUSWACC4,2004/05/01 08:20,19.58
BMRMUSWACC4,2004/05/01 08:30,19.88
BMRMUSWACC4,2004/05/01 08:40,19.58
BMRMUSWACC4,2004/05/01 08:50,19.88
BMRMUSWACC4,2004/05/01 09:00,20.49
BMRMUSWACC4,2004/05/01 09:10,21.41
BMRMUSWACC4,2004/05/01 09:20,22.34
BMRMUSWACC4,2004/05/01 09:30,23.6
BMRMUSWACC4,2004/05/01 09:40,24.89
BMRMUSWACC4,2004/05/01 09:50,25.54
BMRMUSWACC4,2004/05/01 10:00,26.52
BMRMUSWACC4,2004/05/01 10:10,27.84
BMRMUSWACC4,2004/05/01 10:20,29.55
BMRMUSWACC4,2004/05/01 10:30,30.95
BMRMUSWACC4,2004/05/01 10:40,30.59
BMRMUSWACC4,2004/05/01 10:50,30.24
BMRMUSWACC4,2004/05/01 11:00,30.95
BMRMUSWACC4,2004/05/01 11:10,31.31
BMRMUSWACC4,2004/05/01 11:20,32.02
BMRMUSWACC103,2007/09/20 12:00,50.0
BMRMUSWACC103,2007/09/20 12:30,50.0
BMRMUSWACC103,2007/09/20 13:00,50.9
BMRMUSWACC103,2007/09/20 13:30,50.9
BMRMUSWACC103,2007/09/20 14:00,51.8
BMRMUSWACC103,2007/09/20 14:30,51.8
BMRMUSWACC103,2007/09/20 15:00,51.8
BMRMUSWACC103,2007/09/20 15:30,51.8
BMRMUSWACC103,2007/09/20 16:00,52.7
BMRMUSWACC103,2007/09/20 16:30,55.4
BMRMUSWACC103,2007/09/20 17:00,56.3
BMRMUSWACC103,2007/09/20 17:30,58.1
BMRMUSWACC103,2007/09/20 18:00,60.8
BMRMUSWACC103,2007/09/20 18:30,68.9
BMRMUSWACC103,2007/09/20 19:00,72.5
BMRMUSWACC103,2007/09/20 19:30,78.8
BMRMUSWACC103,2007/09/20 20:00,79.7
BMRMUSWACC103,2007/09/20 20:30,72.5
BMRMUSWACC103,2007/09/20 21:00,66.2
BMRMUSWACC103,2007/09/20 21:30,57.2
BMRMUSWACC103,2007/09/20 22:00,57.2
BMRMUSWACC103,2007/09/20 22:30,56.3
BMRMUSWACC103,2007/09/20 23:00,55.4
BMRMUSWACC103,2007/09/20 23:30,55.4
BMRMUSWACC103,2007/09/21 00:00,55.4
BMRMUSWACC103,2007/09/21 00:30,55.4
BMRMUSWACC103,2007/09/21 01:00,55.4
BMRMUSWACC103,2007/09/21 01:30,55.4
BMRMUSWACC103,2007/09/21 02:00,53.6
BMRMUSWACC103,2007/09/21 02:30,51.8
BMRMUSWACC103,2007/09/21 03:00,52.7
BMRMUSWACC103,2007/09/21 03:30,52.7
BMRMUSWACC103,2007/09/21 04:00,52.7
BMRMUSWACC103,2007/09/21 04:30,52.7
BMRMUSWACC103,2007/09/21 05:00,52.7
BMRMUSWACC103,2007/09/21 05:30,50.9
BMRMUSWACC103,2007/09/21 06:00,50.0
BMRMUSWACC103,2007/09/21 06:30,50.0
BMRMUSWACC103,2007/09/21 07:00,50.0
BMRMUSWACC103,2007/09/21 07:30,50.9
BMRMUSWACC103,2007/09/21 08:00,50.0
BMRMUSWACC103,2007/09/21 08:30,49.1
BMRMUSWACC103,2007/09/21 09:00,49.1
BMRMUSWACC103,2007/09/21 09:30,49.1
BMRMUSWACC103,2007/09/21 10:00,50.0
BMRMUSWACC103,2007/09/21 10:30,49.1
BMRMUSWACC103,2007/09/21 11:00,50.0
BMRMUSWACC103,2007/09/21 11:30,50.0
BMRMUSWACC103,2007/09/21 12:00,49.1
BMRMUSWACC103,2007/09/21 12:30,49.1
BMRMUSWACC103,2007/09/21 13:00,49.1
BMRMUSWACC103,2007/09/21 13:30,49.1
BMRMUSWACC103,2007/09/21 14:00,48.2
BMRMUSWACC103,2007/09/21 14:30,50.0
BMRMUSWACC103,2007/09/21 15:00,51.8
BMRMUSWACC103,2007/09/21 15:30,54.5
BMRMUSWACC103,2007/09/21 16:00,56.3
BMRMUSWACC103,2007/09/21 16:30,56.3
BMRMUSWACC103,2007/09/21 17:00,57.2
BMRMUSWACC103,2007/09/21 17:30,59.0
BMRMUSWACC103,2007/09/21 18:00,60.8
BMRMUSWACC103,2007/09/21 18:30,62.6
BMRMUSWACC103,2007/09/21 19:00,65.3
BMRMUSWACC103,2007/09/21 19:30,66.2
BMRMUSWACC103,2007/09/21 20:00,64.4
BMRMUSWACC103,2007/09/21 20:30,65.3
BMRMUSWACC103,2007/09/21 21:00,60.8
BMRMUSWACC103,2007/09/21 21:30,57.2
BMRMUSWACC103,2007/09/21 22:00,53.6
BMRMUSWACC103,2007/09/21 22:30,53.6
BMRMUSWACC103,2007/09/21 23:00,53.6
BMRMUSWACC103,2007/09/21 23:30,53.6
BMRMUSWACC103,2007/09/22 00:00,53.6
BMRMUSWACC103,2007/09/22 00:30,53.6
BMRMUSWACC103,2007/09/22 01:00,54.5
BMRMUSWACC103,2007/09/22 01:30,54.5
BMRMUSWACC103,2007/09/22 02:00,53.6
BMRMUSWACC103,2007/09/22 02:30,53.6
BMRMUSWACC103,2007/09/22 03:00,53.6
BMRMUSWACC103,2007/09/22 03:30,53.6
BMRMUSWACC103,2008/07/31 12:00,9.5
BMRMUSWACC103,2008/07/31 12:30,9.5
BMRMUSWACC103,2008/07/31 13:00,9.5
BMRMUSWACC103,2008/07/31 13:30,10.0
BMRMUSWACC103,2008/07/31 14:00,10.5
BMRMUSWACC103,2008/07/31 14:30,10.5
BMRMUSWACC103,2008/07/31 15:00,11.5
BMRMUSWACC103,2008/07/31 15:30,12.5
BMRMUSWACC103,2008/07/31 16:00,14.5
BMRMUSWACC103,2008/07/31 16:30,16.5
BMRMUSWACC103,2008/07/31 17:00,17.0
BMRMUSWACC103,2008/07/31 17:30,17.5
BMRMUSWACC103,2008/07/31 18:00,18.5
BMRMUSWACC103,2008/07/31 18:30,18.0
BMRMUSWACC103,2008/07/31 19:00,17.0
BMRMUSWACC103,2008/07/31 19:30,16.5
BMRMUSWACC103,2008/07/31 20:00,17.0
BMRMUSWACC103,2008/07/31 20:30,17.5
BMRMUSWACC103,2008/07/31 21:00,19.5
BMRMUSWACC103,2008/07/31 21:30,18.5
BMRMUSWACC103,2008/07/31 22:00,16.5
BMRMUSWACC103,2008/07/31 22:30,15.5
BMRMUSWACC103,2008/07/31 23:00,15.5
BMRMUSWACC103,2008/07/31 23:30,13.5
BMRMUSWACC103,2008/08/01 00:00,10.5
BMRMUSWACC103,2008/08/01 00:30,10.0
BMRMUSWACC103,2008/08/01 01:00,10.0
BMRMUSWACC103,2008/08/01 01:30,10.0
BMRMUSWACC103,2008/08/01 02:00,10.0
BMRMUSWACC103,2008/08/01 02:30,10.0
BMRMUSWACC103,2008/08/01 03:00,10.0
BMRMUSWACC103,2008/08/01 03:30,10.0
